Fd,Family,Type,Laddr,Raddr,Status,Pid,FamilyString,Timestamp,TypeString
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8000
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,10472,IPv4,2026-05-13T07:55:36Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8001
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,10472,IPv4,2026-05-13T07:55:35Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8001
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 26461
}",ESTAB,10472,IPv4,2026-05-13T07:55:35Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8003
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,10472,IPv4,2026-05-13T07:55:35Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8123
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,3328,IPv4,2026-05-13T07:14:08Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 8834
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,6156,IPv4,2026-05-13T07:15:53Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 1466
}",ESTAB,10472,IPv4,2026-05-13T08:11:43Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,10472,IPv4,2026-05-13T07:55:36Z,TCP
0,2,1,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 10729
}","{
 ""IP"": ""10.138.226.169"",
 ""Port"": 53
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 12043
}","{
 ""IP"": ""172.188.155.25"",
 ""Port"": 443
}",ESTAB,10648,IPv4,2026-05-13T07:55:37Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 15104
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 15105
}",ESTAB,6156,IPv4,2026-05-13T07:15:47Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 15105
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 15104
}",ESTAB,6156,IPv4,2026-05-13T07:15:47Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 16992
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,5144,IPv4,2026-05-13T07:14:09Z,TCP
0,2,1,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 21549
}","{
 ""IP"": ""172.64.144.52"",
 ""Port"": 443
}",ESTAB,8816,IPv4,2026-05-13T08:17:44Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 21560
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8000
}",ESTAB,10472,IPv4,2026-05-13T07:55:38Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 21562
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8000
}",ESTAB,10472,IPv4,2026-05-13T07:55:38Z,TCP
0,2,1,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 22277
}","{
 ""IP"": ""10.138.226.169"",
 ""Port"": 53
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 26461
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8001
}",ESTAB,10472,IPv4,2026-05-13T07:55:35Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 27143
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 27144
}",ESTAB,6156,IPv4,2026-05-13T07:15:56Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 27144
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 27143
}",ESTAB,6156,IPv4,2026-05-13T07:15:56Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49664
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,1168,IPv4,2026-05-13T07:14:04Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49665
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,784,IPv4,2026-05-13T07:14:04Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49666
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,2256,IPv4,2026-05-13T07:14:05Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49667
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,3548,IPv4,2026-05-13T07:14:06Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49668
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,4472,IPv4,2026-05-13T07:14:07Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 49670
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 49671
}",ESTAB,5144,IPv4,2026-05-13T07:14:10Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 49671
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 49670
}",ESTAB,5144,IPv4,2026-05-13T07:14:10Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49706
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,1116,IPv4,2026-05-13T07:14:19Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 56141
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8000
}",ESTAB,10472,IPv4,2026-05-13T07:55:37Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 56143
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8000
}",ESTAB,10472,IPv4,2026-05-13T07:55:37Z,TCP
0,2,1,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 60329
}","{
 ""IP"": ""10.138.226.169"",
 ""Port"": 53
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 445
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,4,IPv4,2026-05-13T07:14:09Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 135
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,1468,IPv6,2026-05-13T07:14:04Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 445
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,4,IPv6,2026-05-13T07:14:09Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 623
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,5144,IPv6,2026-05-13T07:14:09Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 3292
}","{
 ""IP"": ""2606:4700:90d1:d8b7:9aa5:916:ccf5:ac50"",
 ""Port"": 443
}",ESTAB,8816,IPv6,2026-05-13T07:49:46Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 3303
}","{
 ""IP"": ""2606:4700:90d1:d8b7:9a9e:8af:ccf5:ac50"",
 ""Port"": 443
}",ESTAB,8816,IPv6,2026-05-13T08:19:33Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 3305
}","{
 ""IP"": ""2603:1046:c04:80c::2"",
 ""Port"": 443
}",TIME_WAIT,0,IPv6,1601-01-01T00:00:00Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 8834
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,6156,IPv6,2026-05-13T07:15:53Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 10032
}","{
 ""IP"": ""2603:1040:a06:8::421"",
 ""Port"": 443
}",ESTAB,10648,IPv6,2026-05-13T08:21:57Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 11106
}","{
 ""IP"": ""2a03:2880:f379:120:face:b00c:0:167"",
 ""Port"": 5222
}",ESTAB,7784,IPv6,2026-05-13T08:19:31Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 16992
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,5144,IPv6,2026-05-13T07:14:09Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 20646
}","{
 ""IP"": ""2606:4700:90d3:c0c9:e842:8af:1768:85e2"",
 ""Port"": 443
}",ESTAB,8816,IPv6,2026-05-13T08:17:44Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 22375
}","{
 ""IP"": ""2a03:2880:f312:120:face:b00c:0:167"",
 ""Port"": 443
}",ESTAB,8816,IPv6,2026-05-13T07:18:35Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 25429
}","{
 ""IP"": ""2620:1ec:40::254"",
 ""Port"": 443
}",CLOSE_WAIT,10744,IPv6,2026-05-13T08:20:57Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 31694
}","{
 ""IP"": ""2603:1010:3:b::1e"",
 ""Port"": 443
}",ESTAB,15268,IPv6,2026-05-13T07:17:08Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 36020
}","{
 ""IP"": ""2001:4860:4802:36::223"",
 ""Port"": 443
}",CLOSE_WAIT,8816,IPv6,2026-05-13T08:17:59Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 36665
}","{
 ""IP"": ""2603:1040:a06:6::"",
 ""Port"": 443
}",ESTAB,2188,IPv6,2026-05-13T07:16:51Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 39988
}","{
 ""IP"": ""2404:6800:4000:1025::bc"",
 ""Port"": 5228
}",ESTAB,8816,IPv6,2026-05-13T07:16:17Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 43015
}","{
 ""IP"": ""2603:1046:900:54::2"",
 ""Port"": 443
}",ESTAB,8776,IPv6,2026-05-13T07:51:59Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 43061
}","{
 ""IP"": ""2620:1ec:29:1::48"",
 ""Port"": 443
}",CLOSE_WAIT,10744,IPv6,2026-05-13T08:20:57Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 49408
}","{
 ""IP"": ""2603:1040:a06:6::"",
 ""Port"": 443
}",ESTAB,5312,IPv6,2026-05-13T07:15:15Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 49409
}","{
 ""IP"": ""2603:1040:a06:6::"",
 ""Port"": 443
}",ESTAB,5312,IPv6,2026-05-13T07:16:15Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49664
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,1168,IPv6,2026-05-13T07:14:04Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49665
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,784,IPv6,2026-05-13T07:14:04Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49666
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,2256,IPv6,2026-05-13T07:14:05Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49667
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,3548,IPv6,2026-05-13T07:14:06Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49668
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,4472,IPv6,2026-05-13T07:14:07Z,TCP
0,23,1,"{
 ""IP"": ""::1"",
 ""Port"": 49669
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,4208,IPv6,2026-05-13T07:14:08Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49706
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,1116,IPv6,2026-05-13T07:14:19Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 53423
}","{
 ""IP"": ""2603:1030:13:200::254"",
 ""Port"": 443
}",ESTAB,10744,IPv6,2026-05-13T08:20:57Z,TCP
0,23,1,"{
 ""IP"": ""2401:4900:ad4f:c5f7:453b:be7c:852b:5db0"",
 ""Port"": 64382
}","{
 ""IP"": ""2620:1ec:33::11"",
 ""Port"": 443
}",ESTAB,10648,IPv6,2026-05-13T08:21:34Z,TCP
0,2,2,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 137
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2026-05-13T07:15:11Z,UDP
0,2,2,"{
 ""IP"": ""192.168.56.1"",
 ""Port"": 137
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2026-05-13T07:13:57Z,UDP
0,2,2,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 138
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2026-05-13T07:15:11Z,UDP
0,2,2,"{
 ""IP"": ""192.168.56.1"",
 ""Port"": 138
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2026-05-13T07:13:57Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4080,IPv4,2026-05-13T07:14:09Z,UDP
0,2,2,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""192.168.56.1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 4500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4080,IPv4,2026-05-13T07:14:09Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5050
}","{
 ""IP"": """",
 ""Port"": 0
}",,8684,IPv4,2026-05-13T07:14:34Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:05Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T07:16:48Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv4,2026-05-13T07:55:39Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:05Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T07:16:48Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv4,2026-05-13T07:15:14Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv4,2026-05-13T07:16:20Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv4,2026-05-13T07:16:20Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv4,2026-05-13T07:55:39Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5355
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv4,2026-05-13T08:15:29Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49222
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 52333
}","{
 ""IP"": """",
 ""Port"": 0
}",,3392,IPv4,2026-05-13T07:14:09Z,UDP
0,2,2,"{
 ""IP"": ""192.168.56.1"",
 ""Port"": 61625
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""10.138.226.194"",
 ""Port"": 61626
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 61627
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv4,2026-05-13T07:16:46Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 63797
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 63799
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:05Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T07:16:48Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv4,2026-05-13T07:55:39Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv4,2026-05-13T07:16:20Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv4,2026-05-13T07:16:20Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv4,2026-05-13T07:55:39Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:05Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T07:16:48Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 49223
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 50074
}","{
 ""IP"": """",
 ""Port"": 0
}",,12908,IPv4,2026-05-13T07:17:15Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 52285
}","{
 ""IP"": """",
 ""Port"": 0
}",,10648,IPv4,2026-05-13T08:22:37Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 56477
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T08:21:00Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 57162
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv4,2026-05-13T08:20:10Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 59271
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv4,2026-05-13T08:20:10Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 60606
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T08:20:00Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 63798
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 63800
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv4,2026-05-13T07:18:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 65148
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv4,2026-05-13T08:17:38Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4080,IPv6,2026-05-13T07:14:09Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""fe80::1e94:4d20:3ef1:b214"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""fe80::2f8d:16fa:3f15:4a30"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 4500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4080,IPv6,2026-05-13T07:14:09Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv6,2026-05-13T07:16:20Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv6,2026-05-13T07:55:39Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv6,2026-05-13T07:18:05Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv6,2026-05-13T07:18:05Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10708,IPv6,2026-05-13T07:16:20Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv6,2026-05-13T07:16:48Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13788,IPv6,2026-05-13T07:55:39Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv6,2026-05-13T07:16:48Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv6,2026-05-13T07:15:14Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5355
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv6,2026-05-13T08:15:29Z,UDP
